statename,rank,hs6,abbrevation,val2013,val2014,val2015,val2016
Florida,9,847170,"AUTOMATIC DATA PROCESSING STORAGE UNITS, N.E.",340.18,297.36,534.08,779.47
Florida,10,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",179.36,156.45,157.73,771.76
Florida,11,240210,"CIGARS, CHEROOTS & CIGARILLOS, CONTAINING TOB",578.69,626.38,726.27,768.92
Florida,12,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG",1366.52,862.8,805.85,762.15
Florida,13,470329,"CHEM WOODPULP, SODA ETC, N DIS S BL & BL NONC",890.95,754.07,784.88,659.63
Florida,14,30617,"SHRIMPS AND PRAWNS, FROZEN, NESOI",414.22,575.69,498.75,559.7
Florida,15,890392,"MOTORBOATS, OTHER THAN OUTBOARD MOTORBOATS",393.49,362.29,834.9,554
Florida,16,710691,"SILVER, UNWROUGHT NESOI",488.97,384.96,531.61,548.64
Florida,17,847130,PORT DIGTL AUTOMATIC DATA PROCESS MACH NOT >,552.55,559.13,443.65,531.63
Florida,18,711319,"JEWELRY AND PARTS THEREOF, OF OTH PRECIOUS ME",332.46,336.32,529.51,521.47
Florida,19,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,294.6,322.06,429.66,514.59
Florida,20,271012,"LT OILS, PREPS GT=70% PETROLEUM/BITUM NT BIOD",2142.38,1247.27,1304.76,507.7
Florida,21,848340,"GEARS; BALL OR ROLLER SCREWS; GEAR BOXES, ETC",215.58,323.99,354.89,484.87
Florida,22,80390,"BANANAS, FRESH OR DRIED, NESOI",336.93,395.14,387.07,483.33
Florida,23,880230,"AIRPLANE & A/C UNLADEN WGHT > 2000, NOV 15000",235.15,283.61,430.3,465.38
Florida,24,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",359.76,456.01,424.22,462.15
Florida,25,850790,PTS ELECT STORAGE BATTERIES INC SEPARATORS TH,5.91,2.37,259.32,440.21
Georgia,0,0,World,75023.08,83876.05,88692.31,86185.41
Georgia,0,25,Top 25,24236.64,28926.19,31930.83,32375.11
Georgia,1,870323,PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV,6333.96,6989.43,8409.88,9101.92
Georgia,2,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,4285.35,6123.12,6726.02,4068.95
Georgia,3,300431,"MEDICAMENTS CONT INSULIN, NO ANTIBIOTICS, DOS",3151.13,4295.25,3923.01,2789.75
Georgia,4,847130,PORT DIGTL AUTOMATIC DATA PROCESS MACH NOT >,1110.15,719.59,1056.33,1500.64
Georgia,5,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",890.08,760.9,845.89,1277.77
Georgia,6,880240,"AIRPLANE & OT A/C, UNLADEN WEIGHT > 15,000 KG",201.43,525.33,514.29,1086.62
Georgia,7,740311,REFINED COPPER CATHODES AND SECTIONS OF CATHO,596.64,531.62,880.92,953.56
Georgia,8,950300,"TRICYCLE, SCOOTR, PEDAL CAR & SIM WHEELED TYS",636.28,956.61,880.28,892.66
Georgia,9,330210,MIXTURES ODORIFEROUS SUBSTANCE USE FOOD/ DRIN,488.64,548.05,628.94,840.99
Georgia,10,852872,"RECEPTION APPARATUS FOR TELEVISION, COLOR, NE",440.93,461.53,468.04,816.42
Georgia,11,391810,"FLOOR, WALL, ETC COVERS, VINYL CHLORIDE POLYM",316.67,335.94,498.76,805.92
Georgia,12,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,675.23,1012.1,697.11,729.34
Georgia,13,940510,CHANDELIER CEILNG/WALL LGHTNG FTTNG EX PUBLIC,614.36,653.43,735.24,719.21
Georgia,14,401110,"NEW PNEUMATIC TIRES OF RUBBER, FOR MOTOR CARS",674.11,740.55,737.8,706.65
Georgia,15,854140,PHOTOSNSITVE SEMICNDCTR DVICE INC PHTVLTC CEL,143.96,94.32,289.62,687.49
Georgia,16,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",541.4,648.48,650.08,668.98
Georgia,17,847170,"AUTOMATIC DATA PROCESSING STORAGE UNITS, N.E.",349.7,392.81,403.31,657.05
Georgia,18,300210,"ANTISERA, BLOOD FRACTIONS & IMMUNOLOGICAL PRO",26.07,40.45,195.7,618.08
Georgia,19,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NES",535.26,532.08,529.07,593.99
Georgia,20,842952,MECH SHOVELS EXCAVATORS ETC W 360 DEGREE SPRS,578.98,701.38,669.89,565.1
Georgia,21,842720,"SELF-PROPELLED WORKS TRUCKS AND FORKLIFTS, NE",211.43,233.34,394.2,494.28
Georgia,22,847330,PARTS & ACCESSORIES FOR ADP MACHINES & UNITS,453.16,508.08,608.55,476.32
Georgia,23,870840,GEAR BOXES FOR MOTOR VEHICLES,450.56,607.49,524.41,450.97
Georgia,24,940320,METAL FURNITURE NESOI,332.52,349.63,456.21,450.95
Georgia,25,901380,"OPTICAL DEVICES, APPLIANCES AND INSTRUMENTS,",198.63,164.66,207.27,421.48
Hawaii,0,0,World,6097.34,5329.2,3755.95,2930.99
Hawaii,0,25,Top 25,4425.19,3823.08,2630.73,2212.59
Hawaii,1,270900,CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINER,3306.57,3004.93,1797.98,1368.91
Hawaii,2,271019,PETROL OIL BITUM MINERAL (NT CRUD) ETC NT BIO,583.49,275.96,269.38,276.38
Hawaii,3,870323,PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV,119.33,118.28,127.62,131.65
Hawaii,4,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,85.85,92.1,107.64,90.7
Hawaii,5,270112,"BITUMINOUS COAL, NOT AGGLOMERATED",40.7,46.34,43.12,44.19
Hawaii,6,854140,PHOTOSNSITVE SEMICNDCTR DVICE INC PHTVLTC CEL,36.69,29.73,24.28,33.62
Hawaii,7,30487,"TUNA, SKIPJACK/STRIPE-BELLIED BONITO FILLET F",4.23,12.99,23.18,25.2
Hawaii,8,761010,ALU DOR WIN AND THEIR FRA AND THRES FOR DOORS,3.73,5.4,30.56,23.59
Hawaii,9,940340,"WOODEN KITCHEN FURNITURE, EXCEPT SEATS",13.66,16.3,15.25,23.07
Hawaii,10,711319,"JEWELRY AND PARTS THEREOF, OF OTH PRECIOUS ME",26.99,24.45,18.85,21.78
Hawaii,11,252329,PORTLAND CEMENT EXCEPT WHITE PORTLAND CEMENT,13.7,16.5,22.56,18.68
Hawaii,12,870322,"PASS MTR VEH,SPARK IGN ENG, >1000CC BUT =<150",34.54,9.58,6.68,17.19
Hawaii,13,220300,BEER MADE FROM MALT,12.79,16.56,16.08,16.96
Hawaii,14,271112,"PROPANE, LIQUEFIED",22.06,28.7,20.42,14.27
Hawaii,15,940360,"WOODEN FURNITURE, NESOI",16.07,14.49,12.43,14.04
Hawaii,16,20230,"MEAT OF BOVINE ANIMALS, BONELESS, FROZEN",13.7,14.7,19.14,13.51
Hawaii,17,251710,"PEBBLES, GRAVEL ETC. FOR CONCRETE AGGREGATES",19.27,35.18,18.22,11.96
Hawaii,18,441820,"DOORS AND THEIR FRAMES AND THRESHOLDS, OF WOO",4.54,4.21,4.36,9.8
Hawaii,19,190590,"BREAD, PASTRY, CAKES, ETC NESOI & PUDDINGS",9.47,8.64,8.39,9.43
Hawaii,20,940161,"SEATS W WOODEN FRAMES, UPHOLSTERED, NESOI",8.97,9.93,8.69,8.75
Hawaii,21,420292,"CONTAINER BAGS, CASES ETC NESOI, PLAST/TEXT M",8.49,9.45,8.67,8.67
Hawaii,22,950629,WATERSKIS SURFBRD WTR-SPRT EQ EX SLBRD; PTS &,9.64,9.59,8.28,8.64
Hawaii,23,730890,STRUCTURES AND PARTS NESOI OF IRON OR STEEL,16.82,4.68,2.65,7.56
Hawaii,24,940350,"WOODEN BEDROOM  FURNITURE, EXCEPT SEATS",6.28,6.13,6.84,7.06
Hawaii,25,392321,SACKS & BAGS (INCL CONES) OF POLYMERS OF ETHY,7.61,8.26,9.44,6.98
Idaho,0,0,World,5544.76,5695.6,5165.62,4493.92
Idaho,0,25,Top 25,3414.54,3447.22,3188.7,2878.48
Idaho,1,847330,PARTS & ACCESSORIES FOR ADP MACHINES & UNITS,514.6,935.79,1046.41,938.11
Idaho,2,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",2186.53,1727.64,1152.01,509.37
Idaho,3,852351,SOLID-STATE NON-VOL SEMICONDUCTOR STORAGE DEV,1.7,3.14,89.81,339.95
Idaho,4,848620,MACHINES FOR MAN. SEMICONDUTOR DEVICES/ELEC I,58.02,136.5,215.11,131.56
Idaho,5,440710,"CONIFEROUS WOOD SAWN, SLICED ETC, OVER 6 MM T",67.92,80.39,75.28,117.85
Idaho,6,441012,"ORIENTED STRAND BOARD (OSB), OF WOOD",36.92,30.07,29.8,72.59
Idaho,7,853340,VARIABLE RESISTORS INC RHEOSTAT & POTNTIOMTR,47.21,49.68,43.5,66.05
Idaho,8,230641,RAPE/COLZA SEED OILCAKE&SOLID RES. LOW ERUCIC,93.45,82.13,62.26,62.09
Idaho,9,854140,PHOTOSNSITVE SEMICNDCTR DVICE INC PHTVLTC CEL,0.68,1.29,1.79,55.95
Idaho,10,848690,"PARTS & ACCSESORIES FOR MACH TO MAN. SEMICNT,",32.06,104.2,85.13,55.24
Idaho,11,271019,PETROL OIL BITUM MINERAL (NT CRUD) ETC NT BIO,24.85,18.57,19.46,49.57
Idaho,12,20230,"MEAT OF BOVINE ANIMALS, BONELESS, FROZEN",35.78,0.62,10.82,45.21
Idaho,13,903141,OPTICAL INST FOR INSPECTING SEMICONDUCTOR WAF,41.85,41.88,64.25,43.63
Idaho,14,853400,PRINTED CIRCUITS,43.68,46.9,41.39,42.11
Idaho,15,281410,ANHYDROUS AMMONIA,48.06,48.82,55.49,41.27
Idaho,16,310210,"UREA, WHETHER OR NOT IN AQUEOUS SOLUTION",36.74,14.39,14.23,37.32
Idaho,17,293359,"COMP WITH PYRIMIDINE OR PIPERAZINE RING, NESO",0,0,0,36.72
Idaho,18,853669,ELECT PLUGS & SOCKETS F VOLTAGE NOT OVER 1000,8.57,13.57,40,35.24
Idaho,19,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,2.27,5.76,27.83,34.37
Idaho,20,710691,"SILVER, UNWROUGHT NESOI",48.6,22.32,17.62,33.55
Idaho,21,470329,"CHEM WOODPULP, SODA ETC, N DIS S BL & BL NONC",39.73,42.17,34.67,32.07
Idaho,22,730890,STRUCTURES AND PARTS NESOI OF IRON OR STEEL,5.34,4.83,4.29,27.27
Idaho,23,200899,"FRUIT & EDIBLE PLANT PARTS NESOI, PREP ETC. N",5.78,5.18,16.74,24.21
Idaho,24,151419,"RAPESEED/COLZA OIL & FRACTIONS, LW ERUCIC ACI",29.81,22.72,25.53,24.21
Idaho,25,903090,PTS OF INST F MEAS ELECT QUAT ALPHA BETA INZN,4.39,8.66,15.28,22.96
Illinois,0,0,World,124766.21,140362.57,121292.73,121529.42
Illinois,0,25,Top 25,58052.74,69465.46,53798.57,55853.59
Illinois,1,270900,CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINER,28280.5,32477.93,18327.85,14114.29
Illinois,2,851712,PHONES FOR CELLULAR NTWKS OR FOR OTH WIRELESS,7907.06,9897.47,9669.02,11595.42
Illinois,3,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",164.03,205.64,217.71,4837.75
Illinois,4,847130,PORT DIGTL AUTOMATIC DATA PROCESS MACH NOT >,3400.57,3591.97,4325.28,3105.46
Illinois,5,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",3810.73,4601.8,3123.77,2779.75
Illinois,6,220300,BEER MADE FROM MALT,1514.76,1976.6,2171.13,2431.4
Illinois,7,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,986.82,1367.18,1445.11,2167.95
Illinois,8,841112,TURBOJETS OF A THRUST EXCEEDING 25 KN,10.65,5,68.68,1618.06
Illinois,9,950450,"VIDEO GAME CONSOLES & MACH, EXC OF SUBHEAD 95",787.95,1604.98,1568,1324.92
Illinois,10,853710,CONTROLS ETC W ELECT APPR F ELECT CONT NOV 10,1151.69,1240.8,1191.52,1291.31
Illinois,11,852872,"RECEPTION APPARATUS FOR TELEVISION, COLOR, NE",894.94,1058.79,1558.3,1216.4
Illinois,12,271121,"NATURAL GAS, GASEOUS",1746.86,2654.92,1227,1043.56
Illinois,13,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",1024.95,992.11,895.22,923.1
Illinois,14,850440,STATIC CONVERTERS; ADP POWER SUPPLIES,839.45,813.17,896.25,880.97
Illinois,15,854430,INSULATED WIRING SETS FOR VEHICLES SHIPS AIRC,457.51,701.4,829.08,804.81
Illinois,16,852580,"TELEVISION CAMERA, DIGITL CAMRA & VID CAM REC",1235.37,942.87,852.14,696.14
Illinois,17,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",431.41,601.55,664.17,659.82
Illinois,18,843149,PARTS AND ATTACHMENTS NESOI FOR DERRICKS ETC.,701.39,781.79,703.75,615.55
Illinois,19,844399,"PTS & ACC OF PRINTERS, COPIERS AND FAX MACH,",682.37,707.29,671.32,609.77
Illinois,20,950300,"TRICYCLE, SCOOTR, PEDAL CAR & SIM WHEELED TYS",487.01,530.45,687.12,596.36
Illinois,21,840890,"COMPRESSION-IGNTN INT COMBUSTION PISTON ENG,",628.11,706.62,633.4,576.08
Illinois,22,722490,SEMIFINISHED PRODUCTS OF ALLOY STEEL NOT STAI,1.69,454.19,520.33,509.78
Illinois,23,720712,SMFD IRN/NAL STL LT .25 PCT CRB RECT CS WID 2,0,819.09,695.71,493.97
Illinois,24,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NES",489.72,510.05,506.72,486.17
Illinois,25,284410,"NATURAL URANIUM & COMPOUNDS, ALLOYS & CERAMIC",417.22,221.81,350.01,474.79
Indiana,0,0,World,45677.67,48901.64,49076.75,49536.71
Indiana,0,25,Top 25,16538.99,16995.43,17212.17,20580.14
Indiana,1,300210,"ANTISERA, BLOOD FRACTIONS & IMMUNOLOGICAL PRO",2212.67,1833.58,2820.14,3817.76
Indiana,2,300439,HORMONES ETC. (NO ANTIBIOTICS CONTAINED) DOSA,1434.1,1716.93,2285.97,2249.53
Indiana,3,293299,"HETEROCYCLIC CMPND,ONLY OXYGEN HETERO-ASTOMS,",34.34,30.62,181.64,1412.78
Indiana,4,293359,"COMP WITH PYRIMIDINE OR PIPERAZINE RING, NESO",3359.84,2776.44,2057.76,1270.47
Indiana,5,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",709,853.06,1102.01,1155.44
Indiana,6,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,433.44,446.72,424.35,1130.86
Indiana,7,293329,"HETERCYC CMP, UNFUSED IMIDAZOLE RING ETC NESO",0.33,85.86,140.4,1039.08
Indiana,8,902131,ARTIFICIAL JOINTS AND PARTS AND ACCESSORIES T,847.75,775.13,937.74,956.77
Indiana,9,870840,GEAR BOXES FOR MOTOR VEHICLES,1208.41,1221.31,727.56,766.35
Indiana,10,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",1081.2,1153.64,1205.53,753.36
Indiana,11,293399,HETEROCYCLIC COMP W NITROGEN HETERO-ATM ONLY,407.42,69.02,224.45,663.48
Indiana,12,852721,RADIOBROADCAST RECEIVERS FOR MOTOR VEHICLES W,405.22,499.76,470.45,574.21
Indiana,13,300431,"MEDICAMENTS CONT INSULIN, NO ANTIBIOTICS, DOS",410.04,550.04,117.48,554.73
Indiana,14,293410,"HETERCYC CMP, UNFUSED THIAZOLE RING IN THE ST",983.12,911.5,712.94,534.34
Indiana,15,851712,PHONES FOR CELLULAR NTWKS OR FOR OTH WIRELESS,715.92,697.54,755.71,493.7
Indiana,16,840734,SPARK-IGNTN RECPRCTING PISTON ENGINE ETC > 10,383.69,483.6,525.69,456.94
Indiana,17,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",217.33,379.72,371.34,432.27
Indiana,18,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NES",408.66,456.52,454.86,375.79
Indiana,19,847330,PARTS & ACCESSORIES FOR ADP MACHINES & UNITS,374.98,364.29,324.06,305.27
Indiana,20,870870,ROAD WHEELS & PTS & ACCESSORIES FOR MOTOR VEH,169.58,206.53,318.25,284.52
Indiana,21,300290,"HUMAN BLOOD; ANIMAL BLOOD PREP, TOXINS, CULTR",199.12,876.09,331.22,283.61
Indiana,22,902830,ELECTRICITY METERS,223.49,249.87,251.25,277.7
Indiana,23,293911,"CONC. OF POPPY STRAW,CODEINE&OTR SPECIF OPIUM",0,0,112.7,271.04
Indiana,24,902139,ARTIFICIAL JOINTS & PARTS & ACCESSORIES THERO,169.29,153.78,106.6,262.85
Indiana,25,848180,TAPS COCKS ETC F PIPE VAT INC THERMO CONTROL,150.04,203.89,252.07,257.28
Iowa,0,0,World,9570.13,10087.42,9363.11,8233.91
Iowa,0,25,Top 25,2991.99,3114.67,2759.44,2638.36
Iowa,1,271121,"NATURAL GAS, GASEOUS",647.94,527.73,309.74,248.71
Iowa,2,840890,"COMPRESSION-IGNTN INT COMBUSTION PISTON ENG,",202.38,262.61,186.24,170.63
Iowa,3,760110,"UNWROUGHT ALUMINUM, NOT ALLOYED",48.8,47.23,22.87,165.21
Iowa,4,843149,PARTS AND ATTACHMENTS NESOI FOR DERRICKS ETC.,204.49,268.75,237.74,165.03
Iowa,5,842952,MECH SHOVELS EXCAVATORS ETC W 360 DEGREE SPRS,28.32,29.49,158.44,163.01
Iowa,6,310420,POTASSIUM CHLORIDE,214.24,176.03,200.61,138.79
Iowa,7,293499,NUCLEIC ACIDS & SALTS; OTHER HETEROCYCLIC CMP,59.67,56,39.52,125.28
Iowa,8,853710,CONTROLS ETC W ELECT APPR F ELECT CONT NOV 10,89.56,145.04,137.9,119.06
Iowa,9,10391,"SWINE, LIVE, NESOI, WEIGHING LESS THAN 50 KG",108.93,138.03,108.21,113.26
Iowa,10,100490,"OATS, NESOI",137.54,159.09,136.1,108.91
Iowa,11,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",102.08,78.06,83.52,103.91
Iowa,12,940161,"SEATS W WOODEN FRAMES, UPHOLSTERED, NESOI",18.18,43.58,104.24,98.93
Iowa,13,870120,ROAD TRACTORS FOR SEMI-TRAILERS,142.58,190.52,182.9,97.46
Iowa,14,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NES",143.08,124.69,114.22,96.87
Iowa,15,350300,"GELATIN & DERIV; ISINGLASS; GLUES, ANIMAL OR",109.43,103.1,92.62,89.22
Iowa,16,760120,UNWROUGHT ALUMINUM ALLOYS,47.95,114.55,55.53,84.23
Iowa,17,950300,"TRICYCLE, SCOOTR, PEDAL CAR & SIM WHEELED TYS",95.65,80.3,107.49,81.84
Iowa,18,401693,"GASKET, WASHERS & OTHER SEALS, OF VULCANIZED",4.24,7.92,59.92,70.02
Iowa,19,841229,HYDRAULIC POWER ENGINES & MOTORS EX LINEAR AC,80.07,79,68.02,62.26
Iowa,20,848180,TAPS COCKS ETC F PIPE VAT INC THERMO CONTROL,68.68,91.84,88.62,60.28
Iowa,21,151411,"RAPESEED/COLZA OIL & FRACTIONS, LW ERUCIC ACI",218.65,130.6,39.39,58.75
Iowa,22,291899,"CARBOX. ACID W/ ADD'TL OXY FUNC & ANHYD, HALI",16.13,29.53,59.85,58.38
Iowa,23,870431,"MTR VEH TRANS GDS SPK IG IN C P ENG, GVW NOV",0,73.44,67.01,55.01
Iowa,24,100510,"CORN (MAIZE) SEED, CERTIFIED, EXCLUDING SWEET",163.19,114.44,39.8,52.34
Iowa,25,293190,"ORGANO-INORGANIC COMPOUNDS, NESOI",40.24,43.11,58.94,50.95
Kansas,0,0,World,10756.38,11809.34,11773.44,11157.31
Kansas,0,25,Top 25,3909.25,4382.57,4293.97,4515.11
Kansas,1,841112,TURBOJETS OF A THRUST EXCEEDING 25 KN,87.64,79.13,427.89,687.37
Kansas,2,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",1068.14,1285.63,808.2,657.69
Kansas,3,852691,RADIO NAVIGATIONAL AID APPARATUS,825.5,826.3,678.65,633.09
Kansas,4,640411,FOOTWEAR TEX UP RUBPLAS SOL SPORT SHOES,50.41,123.62,230.36,296.15
Kansas,5,640299,"FOOTWEAR, OUTER SOLE & UPPER RUBBER OR PLAST",322.72,306.32,268.89,236.41
Kansas,6,110900,"WHEAT GLUTEN, WHETHER OR NOT DRIED",192.78,198.81,169.09,177.56
Kansas,7,640419,"FOOTWEAR, OUT SOLE RUB OR PLAST & TEXT UPPER",155.79,173.22,173.4,143.98
Kansas,8,840734,SPARK-IGNTN RECPRCTING PISTON ENGINE ETC > 10,105.51,102.14,134.78,139.6
Kansas,9,850300,"PARTS OF ELECTRIC MOTORS, GENERATORS & SETS",71.46,129.76,85.22,134.66
Kansas,10,640391,"FOOTWEAR, OUT SOLE RUB ETC & UP LEA NESOI, AN",97.81,81.77,104.83,129.97
Kansas,11,842951,"MECH FRONT-END SHOVEL LOADERS, SELF-PROPELLED",0,0.16,99.63,123.07
Kansas,12,841121,"TURBOPROPELLERS OF A POWER NOT EXCEEDING 1,10",143.03,146.82,117.42,111.02
Kansas,13,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,17.12,21.54,37.45,101.35
Kansas,14,240220,CIGARETTES CONTAINING TOBACCO,51.14,58.45,89.15,101.31
Kansas,15,640399,"FOOTWEAR, OUTER SOLE RUB ETC & LEATHER UPPER",108.61,86.4,99.59,94.56
Kansas,16,841191,TURBOJET AND TURBOPROLLER PARTS,76.96,64.93,63.31,93.77
Kansas,17,903180,"MEAS & CHECKNG INSTRUMENT, APPLIANCES & MACH",41.34,158.01,144.85,84.59
Kansas,18,848340,"GEARS; BALL OR ROLLER SCREWS; GEAR BOXES, ETC",29.95,66.65,61.83,80.81
Kansas,19,640291,"FOOTWEAR O SOLE UPP RUB OR PLAST NESOI, ANKL",94.88,96,81.72,77.31
Kansas,20,20130,"MEAT OF BOVINE ANIMALS, BONELESS, FRESH OR CH",2.37,3.63,1.75,75.26
Kansas,21,854430,INSULATED WIRING SETS FOR VEHICLES SHIPS AIRC,56.68,59.54,85.14,73.45
Kansas,22,853710,CONTROLS ETC W ELECT APPR F ELECT CONT NOV 10,74.38,113.61,90.54,71.13
Kansas,23,852990,"PTS,EX ANTENNA,FOR TRNSMSSN,RDR,RADIO,TV,ETC",77.41,58.04,49.74,63.73
Kansas,24,870840,GEAR BOXES FOR MOTOR VEHICLES,129.26,80.29,127.95,63.68
Kansas,25,841290,"ENGINE AND MOTOR PARTS, NESOI",28.4,61.8,62.61,63.57
Kentucky,0,0,World,37859.69,39352.92,38658.44,40001.59
Kentucky,0,25,Top 25,16049.62,16307.44,16762.55,18922.52
Kentucky,1,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",2171.61,2396.46,2583.72,3854.35
Kentucky,2,841191,TURBOJET AND TURBOPROLLER PARTS,2680.53,3077.49,3553.43,3711.27
Kentucky,3,300210,"ANTISERA, BLOOD FRACTIONS & IMMUNOLOGICAL PRO",1503.83,967.14,1201.94,1801.17
Kentucky,4,851712,PHONES FOR CELLULAR NTWKS OR FOR OTH WIRELESS,1859.76,1641.25,964.64,1239.67
Kentucky,5,840820,COMPRESSION-IGNTN INT COMBUSTION PISTON ENGIN,919.38,835.08,916.97,808.87
Kentucky,6,847330,PARTS & ACCESSORIES FOR ADP MACHINES & UNITS,582.58,724.99,736.89,673.99
Kentucky,7,854430,INSULATED WIRING SETS FOR VEHICLES SHIPS AIRC,357.26,507.18,592.66,585.47
Kentucky,8,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NES",502.46,499.02,540,584.34
Kentucky,9,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",576,577.94,656.44,549.8
Kentucky,10,940190,"PARTS OF SEATS (EX MEDICAL, BARBER, DENTAL ET",502,519.74,514.68,541.57
Kentucky,11,840734,SPARK-IGNTN RECPRCTING PISTON ENGINE ETC > 10,1070.14,883.34,709.25,514.49
Kentucky,12,853710,CONTROLS ETC W ELECT APPR F ELECT CONT NOV 10,265.26,324.58,379.27,373.13
Kentucky,13,300439,HORMONES ETC. (NO ANTIBIOTICS CONTAINED) DOSA,433.85,479.78,361.97,362.73
Kentucky,14,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",33.54,31.72,159.97,358.4
Kentucky,15,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,315.4,335.73,284.7,357.01
Kentucky,16,844399,"PTS & ACC OF PRINTERS, COPIERS AND FAX MACH,",318.33,317.1,309.13,329.34
Kentucky,17,848180,TAPS COCKS ETC F PIPE VAT INC THERMO CONTROL,221.72,331.26,334.13,315.88
Kentucky,18,852351,SOLID-STATE NON-VOL SEMICONDUCTOR STORAGE DEV,155.57,250.51,285.93,311.71
Kentucky,19,760120,UNWROUGHT ALUMINUM ALLOYS,320.76,415.77,338.83,281.02
Kentucky,20,382200,"COMPOSITE DIAGNOSTIC/LAB REAGENTS, EXC PHARMA",208.86,273.51,293.06,249.19
Kentucky,21,870830,BRAKES AND SERVO-BREAKS; PARTS THEREOF,255.47,269.27,275.5,245.16
Kentucky,22,840991,SPARK-IGNITION INT COMBUSTION PISTON ENG PTS,93.84,164.87,191.34,237.11
Kentucky,23,760110,"UNWROUGHT ALUMINUM, NOT ALLOYED",95.14,59.24,150.69,214.04
Kentucky,24,870840,GEAR BOXES FOR MOTOR VEHICLES,346.97,314.09,288.92,213.01
Kentucky,25,870894,"STEERING WHEELS, COLUMNS & BOXES F MOTOR VEHI",259.36,110.37,138.48,209.8
Louisiana,0,0,World,66214.19,57610.89,35249.68,32423.7
Louisiana,0,25,Top 25,58925.33,48917.26,27255.71,24835.46
Louisiana,1,270900,CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINER,42410.49,33897.83,17441.52,14791.68
Louisiana,2,271019,PETROL OIL BITUM MINERAL (NT CRUD) ETC NT BIO,11197.11,9403.42,4981.24,3909.69
Louisiana,3,760110,"UNWROUGHT ALUMINUM, NOT ALLOYED",30.3,44.72,145.55,895.95
Louisiana,4,310210,"UREA, WHETHER OR NOT IN AQUEOUS SOLUTION",276.02,560.61,765.34,761.37
Louisiana,5,90111,"COFFEE, NOT ROASTED, NOT DECAFFEINATED",600.48,666.83,566.02,642.87
Louisiana,6,740311,REFINED COPPER CATHODES AND SECTIONS OF CATHO,78.81,61.16,169.24,555.47
Louisiana,7,151190,"PALM OIL, REFINED BUT NOT CHEMICALLY MODIFIED",449.36,485.09,293.89,297.07
Louisiana,8,310540,AMMONIUM DIHYDROGENORTHOPHOSPHATE,208.6,281.68,184.07,280.02
Louisiana,9,290220,BENZENE,274.65,470.87,267.94,258.94
Louisiana,10,310420,POTASSIUM CHLORIDE,130.87,102.94,226.34,249.78
Louisiana,11,310530,DIAMMONIUM HYDROGENORTHOPHOSPHATE (DAP),25.43,95.49,196.76,194
Louisiana,12,290511,METHANOL (METHYL ALCOHOL),554.85,560.28,329.25,193.85
Louisiana,13,400122,TECHNICALLY SPECIFIED NATURAL RUBBER (TSNR),362.02,281.21,199.47,177.45
Louisiana,14,260112,AGGLOMERATED IRON ORES,59.98,347.57,138.15,161.97
Louisiana,15,271012,"LT OILS, PREPS GT=70% PETROLEUM/BITUM NT BIOD",1442.59,673.47,295.57,152.61
