statename,rank,hs6,abbrevation,val2013,val2014,val2015,val2016
Florida,11,870323,PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV,817.26,936.06,733.69,600.36
Florida,12,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",543.35,524.74,518.41,581.74
Florida,13,310530,DIAMMONIUM HYDROGENORTHOPHOSPHATE (DAP),1201.74,1057.72,899.95,571.27
Florida,14,330300,PERFUMES AND TOILET WATERS,545.2,579.73,530.13,543.65
Florida,15,310559,"FERTILIZERS CONTAIN NITROGEN AND PHOSPHORUS,",442.95,441.03,468.43,464.28
Florida,16,390810,"POLYAMIDE-6,-11,-12,-6,6,-6,9,-6,10 OR -6,12",401.62,437.92,408.54,433.74
Florida,17,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",394.76,662.75,429.35,365.76
Florida,18,847170,"AUTOMATIC DATA PROCESSING STORAGE UNITS, N.E.",488.47,448.32,350.67,344.81
Florida,19,844399,"PTS & ACC OF PRINTERS, COPIERS AND FAX MACH,",518.46,496.56,396.6,332.81
Florida,20,470321,"CHEMICAL WOODPULP, SODA ETC. N DIS S BL & BL",302.21,303.12,347.35,331.44
Florida,21,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",361.72,389.9,350.04,321.51
Florida,22,210690,FOOD PREPARATIONS NESOI,279.95,276.82,283.7,294.27
Florida,23,890392,"MOTORBOATS, OTHER THAN OUTBOARD MOTORBOATS",320,407.81,340.52,285.09
Florida,24,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,453.3,350.7,791.71,283.76
Florida,25,470200,"CHEMICAL WOODPULP, DISSOLVING GRADES",154.49,127.04,262.69,244.67
Georgia,0,0,World,37578.24,39412.65,38595.25,35644.33
Georgia,0,25,Top 25,16941.52,17641.05,16928.61,16412.73
Georgia,1,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",5997.62,6035.37,6209.74,5895
Georgia,2,841199,GAS TURBINE PARTS NESOI,1192.26,980.97,1276.24,1455.18
Georgia,3,870323,PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV,1221.54,1293.54,1298.9,1429.65
Georgia,4,470321,"CHEMICAL WOODPULP, SODA ETC. N DIS S BL & BL",1079.06,1197.12,1137.92,1046.44
Georgia,5,480411,"KRAFTLINER, UNCOATED UNBLEACHED IN ROLLS OR S",669.07,740.88,686.05,677.72
Georgia,6,20714,"CHICKEN CUTS AND EDIBLE OFFAL (INC LIVERS), F",998.04,1045.53,729.78,642.18
Georgia,7,901839,"MED NEEDLES. NESOI, CATHERERS ETC AND PARTS E",447.88,452.13,450.23,479.66
Georgia,8,250700,"KAOLIN AND OTHER KAOLINIC CLAYS, INCL CALCINE",508.05,528.76,492.65,460.32
Georgia,9,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,339.12,371.75,756.61,415.51
Georgia,10,870190,"TRACTORS, NESOI",267.7,376.02,399.33,342.25
Georgia,11,470200,"CHEMICAL WOODPULP, DISSOLVING GRADES",575.38,490.11,340.53,338.64
Georgia,12,520100,"COTTON, NOT CARDED OR COMBED",664.79,555.78,485.29,328.39
Georgia,13,570320,"CARPETS,ETC,NYLON/OTHR POLYAMIDES,TUFTD,W/N M",395.32,406.4,347.37,313.15
Georgia,14,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,220.13,226.1,258.98,281.14
Georgia,15,120242,"PEANUTS, SHELLED, NESOI",286.44,239.04,196.78,280.27
Georgia,16,380891,"INSECTICIDES, EXC THOSE SPECIFIED IN SUBHEAD.",342.7,446.95,317.11,271.45
Georgia,17,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",229.3,299.17,209.89,232.73
Georgia,18,80290,"NUTS NESOI, FRESH OR DRIED, SHELLED OR NOT",135.36,202.26,158.16,210.38
Georgia,19,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",207.27,234.23,198.35,208.4
Georgia,20,481029,PPR/PBRD EX LIT-WGH WRITNG ETC CLAY CTD OV 10,155.09,171.15,195.17,205.33
Georgia,21,870321,"PASS MTR VEH, SPARK IGN ENG, NOT OV 1,000 CC",222.95,208.36,222.38,189.59
Georgia,22,880240,"AIRPLANE & OT A/C, UNLADEN WEIGHT > 15,000 KG",252.96,613.12,40.7,188.21
Georgia,23,390690,"ACRYLIC POLYMERS NESOI, IN PRIMARY FORMS",283.88,228.5,198.31,186.36
Georgia,24,848180,TAPS COCKS ETC F PIPE VAT INC THERMO CONTROL,128.92,143.55,155.52,168.03
Georgia,25,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",120.7,154.26,166.64,166.78
Hawaii,0,0,World,598.74,1447.49,1896.39,795.49
Hawaii,0,25,Top 25,392.76,1119.96,907.65,628.1
Hawaii,1,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",83.36,303.24,396.73,219.56
Hawaii,2,271019,PETROL OIL BITUM MINERAL (NT CRUD) ETC NT BIO,27.4,292.46,165.14,66.85
Hawaii,3,271012,"LT OILS, PREPS GT=70% PETROLEUM/BITUM NT BIOD",69.06,128.22,125.1,64.41
Hawaii,4,270750,AROM HYDC NESOI 65PCT AO DSTLS A 250DC ASTM D,10.2,142.71,25.02,41.54
Hawaii,5,980320,"EXPORTS OF MILITARY EQUIPMENT, NOT IDENTIFIED",5.74,34.45,19.62,40.42
Hawaii,6,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",70.66,56.69,14.99,30.99
Hawaii,7,720449,FERROUS WASTE & SCRAP NESOI,33.35,34.91,21.53,17.38
Hawaii,8,220190,WATERS NOT SWEETND OR FLAVORED NESOI; ICE AND,0.14,8.67,12.2,15.2
Hawaii,9,20130,"MEAT OF BOVINE ANIMALS, BONELESS, FRESH OR CH",0,0,9.62,13.02
Hawaii,10,30626,"COLD-WATER SHRIMPS AND PRAWNS, NOT FROZEN",17.66,26.09,19.8,12.53
Hawaii,11,440399,"NONCONIFEROUS WOOD IN THE ROUGH NESOI, NOT TR",7.15,10.5,9.77,11.23
Hawaii,12,180690,"COCOA PREPARATIONS, NOT IN BULK FORM, NESOI",15.28,12.25,10.61,9.44
Hawaii,13,760200,ALUMINUM WASTE AND SCRAP,17.26,17.68,14.54,9.43
Hawaii,14,80720,"PAPAYAS (PAPAWS), FRESH",8.53,9.56,8.01,8.11
Hawaii,15,740400,COPPER WASTE AND SCRAP,9.39,8.81,6.62,7.28
Hawaii,16,901380,"OPTICAL DEVICES, APPLIANCES AND INSTRUMENTS,",0.01,0,0,7.17
Hawaii,17,80261,"MACADAMIA NUTS, IN SHELL, FRESH OR DRIED",0.24,1.01,9.52,7.02
Hawaii,18,871000,"TANK & OT ARMORED FIGHT VEH, MOTORIZED; AND P",1.37,8.39,8.16,6.53
Hawaii,19,30781,"ABALONE, LIVE, FRESH OR CHILLED",0.1,1.26,3.51,6.42
Hawaii,20,270799,OILS & PRODUCTS NESOI AS COAL TAR DISTILLATES,0,0,0,6.31
Hawaii,21,903040,"OTH INST, SPECIALLY DESIGNED FOR TELECOMMUNIC",1.77,4.21,3.65,6.23
Hawaii,22,90121,"COFFEE, ROASTED, NOT DECAFFEINATED",4.8,8.08,5.77,5.89
Hawaii,23,970600,ANTIQUES OF AN AGE EXCEEDING ONE HUNDRED YEAR,0.19,1.68,1.86,5.24
Hawaii,24,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,1.62,1.25,9.43,5.06
Hawaii,25,470710,"WASTE, SCRAP UNBLEACH KRAFT, CORRUGATD PAPER/",7.47,7.86,6.47,4.84
Idaho,0,0,World,5789.45,5137.76,4294.8,4876.8
Idaho,0,25,Top 25,3269.93,2895.16,2640.58,3521.77
Idaho,1,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",1997.13,1407.1,798.25,800.47
Idaho,2,903082,INST TO CHECK SEMICONDUCT WAFERS &SUCH THAT R,52.59,75.38,267.98,453.87
Idaho,3,880240,"AIRPLANE & OT A/C, UNLADEN WEIGHT > 15,000 KG",0,0,0,408.88
Idaho,4,903090,PTS OF INST F MEAS ELECT QUAT ALPHA BETA INZN,58.93,56.3,135.44,262.82
Idaho,5,854140,PHOTOSNSITVE SEMICNDCTR DVICE INC PHTVLTC CEL,0.2,0.13,290.41,253.71
Idaho,6,847330,PARTS & ACCESSORIES FOR ADP MACHINES & UNITS,140.68,201.62,198.86,210.27
Idaho,7,260700,LEAD ORES AND CONCENTRATES,64.65,104.43,88.77,132.85
Idaho,8,370590,"PHOTO PLATES & FILM, EXPOS & DEVL, NESOI",67.85,79.35,134.55,121.17
Idaho,9,711590,"OTH PREC METL ARTCLS OR ARTCLS CLAD W PM, NES",0,23.41,3.04,87.17
Idaho,10,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG",55.9,61.5,61.6,75.65
Idaho,11,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",19.3,23.24,32.95,74.32
Idaho,12,110710,"MALT, NOT ROASTED",58.12,54.29,64.79,63.71
Idaho,13,310540,AMMONIUM DIHYDROGENORTHOPHOSPHATE,100.17,112.6,103.31,61.93
Idaho,14,481151,"PPR/PBRD,CTD/IMPG/CVR W/PLAST,BLEACH,WT>150G/",9.38,15.69,25.11,60.78
Idaho,15,280470,PHOSPHORUS,51.91,49.32,52.3,54.12
Idaho,16,848620,MACHINES FOR MAN. SEMICONDUTOR DEVICES/ELEC I,10.73,5.46,3.65,51.32
Idaho,17,852351,SOLID-STATE NON-VOL SEMICONDUCTOR STORAGE DEV,1.15,1.72,10.48,46.07
Idaho,18,200410,"POTATOES, PREPARED ETC., NO VINEGAR ETC., FRO",38.73,70.62,59.71,44.53
Idaho,19,120991,VEGETABLE SEEDS FOR SOWING,37.41,43.46,44.26,42.05
Idaho,20,350220,"MILK ALBUMIN,INC CONCEN OF 2 OR MORE WHEY PRO",37.83,43.33,46.61,40.23
Idaho,21,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",287.24,291.46,42.43,37.85
Idaho,22,930630,"CARTRIDGES AND PARTS THEREOF, NESOI",35.83,21.72,33.45,36.46
Idaho,23,280920,PHOSPHORIC ACID AND POLYPHOSPHORIC ACIDS,52.57,57.4,66.52,35.51
Idaho,24,40410,WHEY & MODFD WHEY WHET/NT CNCNTRTD CNTG ADD S,91.63,92.13,52.27,34.42
Idaho,25,711291,WASTE & SCRAP GOLD EXCL SWPNGS CNTNG OTH PREC,0,3.52,23.83,31.6
Illinois,0,0,World,66212.89,68394,63401.86,59757.9
Illinois,0,25,Top 25,22176.18,23629.8,21658.65,20115.13
Illinois,1,271012,"LT OILS, PREPS GT=70% PETROLEUM/BITUM NT BIOD",3931.3,5059.47,2742.54,2838.12
Illinois,2,120190,"SOYBEANS, NESOI",2214.29,1817.72,1545.18,2333.43
Illinois,3,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",378.05,549.84,1031.27,1232.34
Illinois,4,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,1368.09,1610.79,1595.49,1089.45
Illinois,5,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",903.82,948.45,1009.97,1080.78
Illinois,6,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",869.68,913.81,1020.58,1071.47
Illinois,7,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,527.3,735.7,800.89,998.33
Illinois,8,851712,PHONES FOR CELLULAR NTWKS OR FOR OTH WIRELESS,317.59,655.83,847.25,886
Illinois,9,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",891.69,939.57,831.78,746.46
Illinois,10,230330,"BREWING OR DISTILLING DREGS AND WASTE, W/NT P",1118.56,810.59,707.92,622.06
Illinois,11,300210,"ANTISERA, BLOOD FRACTIONS & IMMUNOLOGICAL PRO",525.75,555.13,1050.04,614.7
Illinois,12,870410,DUMPERS DESIGNED FOR OFF-HIGHWAY USE,2584.87,1810.22,1084.29,606.09
Illinois,13,851770,PTS OF PHONE SETS & OTH APP FOR THE TRANS/REC,213.91,327.15,777.04,592.72
Illinois,14,853710,CONTROLS ETC W ELECT APPR F ELECT CONT NOV 10,575,585.62,510.06,561.63
Illinois,15,843149,PARTS AND ATTACHMENTS NESOI FOR DERRICKS ETC.,688.46,754.63,610.01,546.69
Illinois,16,840999,SPARK-IGNITION RECIPROCATING INT COM PISTN EN,619.7,656.88,561.52,531.5
Illinois,17,100590,"CORN (MAIZE), OTHER THAN SEED CORN",657.77,1008.46,708.9,504.04
Illinois,18,870323,PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV,1008.3,932.83,877.19,501.25
Illinois,19,842951,"MECH FRONT-END SHOVEL LOADERS, SELF-PROPELLED",659.34,582.58,586.6,459.23
Illinois,20,848180,TAPS COCKS ETC F PIPE VAT INC THERMO CONTROL,369.75,475.13,463.62,417.15
Illinois,21,210690,FOOD PREPARATIONS NESOI,320.96,316.73,350.74,387.01
Illinois,22,382200,"COMPOSITE DIAGNOSTIC/LAB REAGENTS, EXC PHARMA",426.7,392.02,447.72,382.76
Illinois,23,850440,STATIC CONVERTERS; ADP POWER SUPPLIES,459.4,424.91,433.23,375.17
Illinois,24,284410,"NATURAL URANIUM & COMPOUNDS, ALLOYS & CERAMIC",125.83,324.39,622.84,368.93
Illinois,25,381121,ADDITIVE FOR LUB OIL CONT PETRO/BITUMINOUS MI,420.08,441.37,441.97,367.84
Indiana,0,0,World,34216.02,35589.05,33818.78,34654.96
Indiana,0,25,Top 25,17848.67,18169.76,17960.16,19097.42
Indiana,1,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",4913.62,4303.9,4445.93,3652.54
Indiana,2,870840,GEAR BOXES FOR MOTOR VEHICLES,1896.21,2310.27,1799.93,1858.44
Indiana,3,300210,"ANTISERA, BLOOD FRACTIONS & IMMUNOLOGICAL PRO",908.83,808.15,1380.98,1523.3
Indiana,4,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,839.83,1276.8,962.36,1330.1
Indiana,5,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",978.24,870.9,1106.34,1251.27
Indiana,6,840820,COMPRESSION-IGNTN INT COMBUSTION PISTON ENGIN,1044.87,1207.48,1215.37,1100.63
Indiana,7,870431,"MTR VEH TRANS GDS SPK IG IN C P ENG, GVW NOV",1111.04,914.85,695.82,889.74
Indiana,8,871610,TRAILERS AND SEMI-TRAILERS FOR HOUSING OR CAM,1079.76,1098.35,788.8,736.02
Indiana,9,902131,ARTIFICIAL JOINTS AND PARTS AND ACCESSORIES T,742.39,640.02,559.37,686.18
Indiana,10,870323,PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV,468.78,464.25,366.12,676.17
Indiana,11,382200,"COMPOSITE DIAGNOSTIC/LAB REAGENTS, EXC PHARMA",560.12,629.42,655.04,617.39
Indiana,12,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",305.25,379.35,507.5,563.21
Indiana,13,293712,INSULIN AND ITS SALTS,251.67,419.37,624.85,539.11
Indiana,14,871000,"TANK & OT ARMORED FIGHT VEH, MOTORIZED; AND P",33.88,72.17,192.02,470.1
Indiana,15,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",345.25,403,372.28,437.98
Indiana,16,901839,"MED NEEDLES. NESOI, CATHERERS ETC AND PARTS E",380.58,410.16,392.2,425.44
Indiana,17,270900,CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINER,0,4.68,54.16,392.35
Indiana,18,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NES",341.18,348.37,367.8,364.48
Indiana,19,681510,NONELECTRICAL ARTICLES OF GRAPHITE OR CARBON,169.8,195.8,214.11,259.83
Indiana,20,300431,"MEDICAMENTS CONT INSULIN, NO ANTIBIOTICS, DOS",289.36,274.64,245.2,251.38
Indiana,21,842139,FILTER/PURIFY MACHINE & APPARATUS FOR GASES N,128.05,178.89,230.64,237.48
Indiana,22,490199,"PRINTED BOOKS, BROCHURES, ETC., NESOI",190.98,184.31,222.28,219.24
Indiana,23,871639,TRAILERS & SEMI-TRAILER F TRANS CDS NESOI,279.3,218.6,219.67,217.67
Indiana,24,840890,"COMPRESSION-IGNTN INT COMBUSTION PISTON ENG,",407.35,397.07,204.22,214.86
Indiana,25,390740,"POLYCARBONATES, PR FMS",182.35,158.96,137.17,182.51
Iowa,0,0,World,13903.37,15111.53,13233.61,12115.44
Iowa,0,25,Top 25,5744.41,7023.83,6409.13,6225.63
Iowa,1,100590,"CORN (MAIZE), OTHER THAN SEED CORN",539.96,1145.68,966.23,1176.12
Iowa,2,870190,"TRACTORS, NESOI",1066.1,965.61,764.47,632.82
Iowa,3,20319,"MEAT OF SWINE, NESOI, FRESH OR CHILLED",513.42,530.46,452.98,454.2
Iowa,4,380893,"HERBCD, ANTISPROUT. PROD. & PLANT-GRWTH REG.",336.8,374.39,404.87,364.72
Iowa,5,230400,"SOYBEAN OILCAKE & OTH SOLID RESIDUE, WH/NOT G",328.63,449.53,324.39,341.98
Iowa,6,230330,"BREWING OR DISTILLING DREGS AND WASTE, W/NT P",170.63,210.02,536,325.64
Iowa,7,20329,"MEAT OF SWINE, NESOI, FROZEN",434.58,520.03,375.42,321.25
Iowa,8,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",274.01,283.82,263.58,262.29
Iowa,9,120190,"SOYBEANS, NESOI",233.3,514.59,384.73,254.42
Iowa,10,760612,"ALUMINUM ALLOY RECT PLATES ETC, OVER .2 MM TH",224.73,245.27,249.95,208.99
Iowa,11,220720,ETHYL ALCOHOL & OTH SPIRITS DENATURED ANY STR,111.17,175.13,155.3,166.2
Iowa,12,293499,NUCLEIC ACIDS & SALTS; OTHER HETEROCYCLIC CMP,47.13,84.16,116.7,164.15
Iowa,13,870590,"SPECIAL PURPOSE VEHICLES, NESOI",213.77,147.16,151.68,157.46
Iowa,14,20130,"MEAT OF BOVINE ANIMALS, BONELESS, FRESH OR CH",29.41,156.47,116.85,154.56
Iowa,15,20649,"OFFAL OF SWINE EXCEPT LIVERS, EDIBLE, FROZEN",153.77,151.45,131.63,154.02
Iowa,16,170260,"FRUCTOSE, NESOI & SYRUP, OV 50% FRUCTOSE IN D",225.2,118.34,132.76,148.39
Iowa,17,870130,TRACK-LAYING TRACTORS,136.67,100.86,81.77,141.03
Iowa,18,20230,"MEAT OF BOVINE ANIMALS, BONELESS, FROZEN",126.49,203.28,137.35,121.77
Iowa,19,842951,"MECH FRONT-END SHOVEL LOADERS, SELF-PROPELLED",161.87,222.23,179.29,115.84
Iowa,20,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",96.07,97.5,104.77,102.22
Iowa,21,841869,"REFRIGERATING/FREEZING EQUIPMENT, NESOI",7.68,2.81,67.73,101.34
Iowa,22,230990,"ANIMAL FEED PREP EXCEPT DOG OR CAT FOOD, RETA",126.93,123.76,103.08,98.38
Iowa,23,230310,RESIDUES OF STARCH MFR AND SIMILAR RESIDUES,24.19,19.45,37.6,91.4
Iowa,24,843680,"AGRIC, HORT, FOREST, BEE-KEEPING MACHINERY NE",106.22,133.04,115.64,88.27
Iowa,25,382200,"COMPOSITE DIAGNOSTIC/LAB REAGENTS, EXC PHARMA",55.67,48.79,54.36,78.17
Kansas,0,0,World,12459.17,12021.86,10690.24,10181.35
Kansas,0,25,Top 25,7053.2,6492.92,5984.98,6048.54
Kansas,1,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",1792,1904.39,2036.19,1849.63
Kansas,2,100199,"WHEAT AND MESLIN, NESOI",1408.43,1054.15,698.4,849.81
Kansas,3,20130,"MEAT OF BOVINE ANIMALS, BONELESS, FRESH OR CH",807.27,713.73,680.73,661.55
Kansas,4,100590,"CORN (MAIZE), OTHER THAN SEED CORN",255.18,281.14,212.77,304.94
Kansas,5,120190,"SOYBEANS, NESOI",850.84,395.29,167.8,241.99
Kansas,6,880230,"AIRPLANE & A/C UNLADEN WGHT > 2000, NOV 15000",22.62,167.79,219.9,202.63
Kansas,7,230910,"DOG AND CAT FOOD, PUT UP FOR RETAIL SALE",238.85,174.37,198.07,189.68
Kansas,8,410150,"WHOLE HIDES & SKINS, OF A WT >16KG BOVINE/EQU",214.56,159.32,152.46,173.7
Kansas,9,20230,"MEAT OF BOVINE ANIMALS, BONELESS, FROZEN",208.41,247.53,198.23,170.65
Kansas,10,100790,"GRAIN SORGHUM, NESOI",58.11,177.32,261.97,148.17
Kansas,11,870322,"PASS MTR VEH,SPARK IGN ENG, >1000CC BUT =<150",1.07,2.04,4.31,134.38
Kansas,12,852691,RADIO NAVIGATIONAL AID APPARATUS,163.33,158.26,135.46,129.53
Kansas,13,760612,"ALUMINUM ALLOY RECT PLATES ETC, OVER .2 MM TH",75.18,97.37,107.72,113.29
Kansas,14,284210,DOUBLE OR COMPLEX SILICATES,70.77,62.54,100,89.25
Kansas,15,410411,"BOV/EQ HIDE/SKIN,FUL GRN,UNSPLIT;GRN SPL, WET",105.5,121.6,110.4,82.02
Kansas,16,300230,VACCINES FOR VETRINARY MEDICINE,51.14,59.13,82.18,80.73
Kansas,17,842951,"MECH FRONT-END SHOVEL LOADERS, SELF-PROPELLED",132.21,114.65,103.01,79.9
Kansas,18,20220,"MEAT, BOVINE CUTS WITH BONE IN, FROZEN",78.99,112.08,80.2,79.44
Kansas,19,401194,"NEW PNUMAT RUB TIRE, CONST/INDUST VEH/MAC,RIM",158.83,101.12,96.49,79.09
Kansas,20,903180,"MEAS & CHECKNG INSTRUMENT, APPLIANCES & MACH",79.71,107.51,108.05,77.21
Kansas,21,20329,"MEAT OF SWINE, NESOI, FROZEN",96.47,122.86,73.92,67.05
Kansas,22,20610,"OFFAL OF BOVINE ANIMALS, EDIBLE, FRESH OR CHI",32.7,34.32,41.72,65.18
Kansas,23,150210,"TALLOW OF BOVINE ANIMALS, SHEEP OR GOATS, NES",92.13,76.25,58.91,63.35
Kansas,24,230400,"SOYBEAN OILCAKE & OTH SOLID RESIDUE, WH/NOT G",39.13,18.86,19.55,58.53
Kansas,25,843340,"STRAW OR FODDER BALERS, INCLUDING PICK-UP BAL",19.78,29.31,36.54,56.85
Kentucky,0,0,World,25411.72,27757.39,27643.94,29199.16
Kentucky,0,25,Top 25,14051.81,16258.96,16717.02,19278.42
Kentucky,1,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",5624.6,7738.34,8676.74,10800.48
Kentucky,2,870323,PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV,1593.55,1685.32,1465.93,1326.81
Kentucky,3,300210,"ANTISERA, BLOOD FRACTIONS & IMMUNOLOGICAL PRO",866.94,678.28,1018.07,1228.58
Kentucky,4,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,1198.67,1383.86,1049.74,890.15
Kentucky,5,870422,MTR VEH TRANS GDS COM-IG INT C P E GVW >5NOV2,580.75,290.07,334.18,491.67
Kentucky,6,870894,"STEERING WHEELS, COLUMNS & BOXES F MOTOR VEHI",181.07,243.01,360.2,412.67
Kentucky,7,700490,DRWN/BLWN GLSS SHTS W/WO ABSRB/RFCT LYR N OTH,421.12,338.62,326.81,363.84
Kentucky,8,382200,"COMPOSITE DIAGNOSTIC/LAB REAGENTS, EXC PHARMA",177.85,265.49,264.88,322.76
Kentucky,9,220830,WHISKIES,300.23,301.33,310.76,294.71
Kentucky,10,391000,"SILICONES, IN PRIMARY FORMS",413.28,348.61,314.65,271.24
Kentucky,11,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",248.8,285.8,268.48,260.01
Kentucky,12,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NES",263.74,257.02,212.91,253.18
Kentucky,13,902190,OTH ARTIFICAL PTS OF THE BODY & PTS & ACCESSO,188.4,201.48,211.39,229.88
Kentucky,14,870432,"MTR VEH TRANS GDS SPK-IG IN C P ENG, GVW > 5",152.13,65.8,102.3,210.93
Kentucky,15,870421,"TRUCKS, NESOI, DIESEL ENG, GVW 5 METRIC TONS",143.49,382,209.94,209.75
Kentucky,16,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,258.21,285.93,250.1,207.91
Kentucky,17,841199,GAS TURBINE PARTS NESOI,99.45,80.99,112.54,206.91
Kentucky,18,10121,"HORSES, LIVE, PUREBRED BREEDING",161.4,175.13,146.69,195.13
Kentucky,19,870830,BRAKES AND SERVO-BREAKS; PARTS THEREOF,182.56,180.33,174.12,193.97
Kentucky,20,870431,"MTR VEH TRANS GDS SPK IG IN C P ENG, GVW NOV",262.28,366.16,259.83,193.48
Kentucky,21,901819,"ELECTRO-DIAGNOSTIC APPARATUS NESOI, AND PARTS",119.36,133.18,156.5,167.66
Kentucky,22,940190,"PARTS OF SEATS (EX MEDICAL, BARBER, DENTAL ET",250.17,198.89,179.71,141.43
Kentucky,23,760612,"ALUMINUM ALLOY RECT PLATES ETC, OVER .2 MM TH",125.84,133.25,87.95,140.58
Kentucky,24,870880,SUSPENSION SHOCK ABSORBERS FOR MOTOR VEHICLES,131.72,124.91,124.23,133.98
Kentucky,25,400220,BUTADIENE RUBBER (BR),106.21,115.17,98.39,130.75
Louisiana,0,0,World,63247.02,64770.1,48685.89,48418.79
Louisiana,0,25,Top 25,48255.78,49907.84,36838.37,38171.22
Louisiana,1,120190,"SOYBEANS, NESOI",9511.06,10670.34,8993.65,10930.4
Louisiana,2,271019,PETROL OIL BITUM MINERAL (NT CRUD) ETC NT BIO,21143.87,20288.66,12027.43,10242.62
Louisiana,3,100590,"CORN (MAIZE), OTHER THAN SEED CORN",3283.38,5404.08,4020.54,4494.05
Louisiana,4,271012,"LT OILS, PREPS GT=70% PETROLEUM/BITUM NT BIOD",3167.74,3911.08,2177.91,2490.95
Louisiana,5,230400,"SOYBEAN OILCAKE & OTH SOLID RESIDUE, WH/NOT G",1999.35,1941.24,1927.11,1665.63
Louisiana,6,270900,CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINER,323.67,397.53,785.22,989.16
Louisiana,7,271111,"NATURAL GAS, LIQUEFIED",0,0.01,0,942.17
Louisiana,8,390410,"POLYVINYL CHLORIDE, NOT MIXED WITH OTHER SUBS",691.84,756.83,597.78,676.9
Louisiana,9,293190,"ORGANO-INORGANIC COMPOUNDS, NESOI",547.25,676.75,664.71,487.23
Louisiana,10,100610,RICE IN THE HUSK (PADDY OR ROUGH),462.17,437.43,419.2,443.87
Louisiana,11,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",303.63,559.21,301.44,443.14
Louisiana,12,230330,"BREWING OR DISTILLING DREGS AND WASTE, W/NT P",537.53,695.91,816.24,422.62
Louisiana,13,100199,"WHEAT AND MESLIN, NESOI",2090.48,819,615.84,412.85
Louisiana,14,150710,"SOYBEAN OIL & FRACTIONS, CRUDE, WHETH/NOT DEG",477.43,392.85,394.75,388.92
Louisiana,15,400270,ETHYLENE-PROPYLENE-NONCONJUGATED DIENE RUBBER,486.06,479.55,429.42,383.86
Louisiana,16,390190,"POLYMERS OF ETHYLENE NESOI, IN PRIMARY FORMS",393.32,341.1,388.96,346.22
Louisiana,17,271311,"PETROLEUM COKE, NOT CALCINED",472.36,483.13,340.7,344.74
Louisiana,18,220710,"ETHYL ALCOHOL, UNDENAT, ALCHOL NOT UN 80% BY",7.01,83.83,134.99,328.6
Louisiana,19,290250,STYRENE,624.64,219.29,309.24,313.18
Louisiana,20,270799,OILS & PRODUCTS NESOI AS COAL TAR DISTILLATES,417.56,293.39,274.33,254.27
